1.00000,0.02381,0.00000,0.45333,0.02381,0.42466,0.13043,0.35088,0.00000,0.00000,0.44286,0.50769,0.08696,0.10870,0.20588,0.50000,0.11364,0.11538,0.21277,0.14286,0.50000,0.41818,0.10417,0.17857,0.28571,0.04762,0.02381,0.02381,0.04082,0.13043,0.02381,0.50000,0.06383,0.06250,0.10638,0.02381,0.53226,0.15686,0.02381,0.06977,0.26415,0.02381,0.17647,0.06818,0.19608,0.39655,0.32143,0.21569,0.04651,0.04444,0.16327,0.21875,0.02381,0.00000,0.18519,0.02381,0.06818,0.06250,0.10204,0.00000,0.11628,0.45312,0.09091,0.29091,0.06522,0.17308,0.02273,0.04255,0.02381,0.00000,0.14894,0.26000,0.13725,0.13725,0.08889,0.28846,0.08889,0.22222,0.06383,0.04651,0.02381,0.10638,0.25000,0.27660,0.24444,0.16667,0.14286,0.06818,0.04348,0.09615,0.06818,0.08889,0.48529,0.06522,0.08511,0.31429,0.33929,0.08511,0.10870,0.04255,0.04545,0.02381,0.04651,0.00000,0.11111,0.09091,0.09091,0.43836,0.02381,0.02326,0.06667,0.19608,0.03922,0.21818,0.20833,0.14286,0.07143,0.00000,0.04762,0.02222,0.50000,0.46575,0.00000,0.15909,0.04762,0.12766,0.02381,0.02326,0.08889,0.02326,0.04762,0.19298,0.00000,0.02174,0.00000,0.00000,0.50000,0.00000,0.00000,0.06977,0.13725,0.07143,0.06977,0.00000,0.36765,0.29508,0.32258,0.00000,0.13953,0.04348,0.02222,0.02381,0.04545,0.02381,0.18182,0.00000,0.22449,0.09615,0.13333,0.10870,0.33333,0.25926,0.26667
0.02381,1.00000,0.00000,0.01493,0.00000,0.01613,0.00000,0.00000,0.00000,0.00000,0.01695,0.01786,0.00000,0.00000,0.00000,0.01754,0.00000,0.00000,0.00000,0.00000,0.01587,0.02778,0.00000,0.00000,0.03333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01852,0.00000,0.00000,0.00000,0.00000,0.01887,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.00000,0.03448,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06250,0.00000,0.14286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01695,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01587,0.00000,0.00000,0.00000,0.05263,0.00000,0.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03846,0.00000,0.00000,0.00000,0.00000,0.01449,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.02703,0.02500,0.00000,0.14286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03846,0.00000
0.00000,0.00000,1.00000,0.01493,0.00000,0.01613,0.00000,0.00000,0.00000,0.00000,0.01695,0.01786,0.00000,0.00000,0.02500,0.01754,0.00000,0.00000,0.00000,0.00000,0.01587,0.00000,0.09091,0.00000,0.03333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05263,0.02564,0.00000,0.00000,0.00000,0.00000,0.00000,0.02778,0.00000,0.00000,0.04545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01695,0.14286,0.00000,0.02000,0.03030,0.00000,0.11111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01587,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01449,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.02703,0.02500,0.00000,0.00000,0.16667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.45333,0.01493,0.01493,1.00000,0.01493,0.69737,0.14925,0.43662,0.01493,0.01493,0.68000,0.68493,0.10294,0.11765,0.44595,0.67568,0.07246,0.22059,0.20588,0.07353,0.68831,0.45070,0.13043,0.31884,0.36620,0.02985,0.01493,0.01493,0.13433,0.13235,0.01493,0.63514,0.08696,0.13433,0.13235,0.01493,0.60000,0.18310,0.01493,0.04412,0.27778,0.01493,0.26866,0.07463,0.24638,0.51429,0.35616,0.26087,0.04478,0.07463,0.17143,0.45070,0.01493,0.01493,0.25352,0.01493,0.07463,0.13433,0.17910,0.05970,0.08955,0.66197,0.04286,0.31507,0.08824,0.24638,0.04478,0.08824,0.01493,0.01493,0.14493,0.23944,0.18571,0.20290,0.07246,0.29577,0.08824,0.19403,0.07143,0.02941,0.01493,0.13235,0.25000,0.25000,0.20896,0.23944,0.19118,0.05882,0.07353,0.15493,0.05882,0.05714,0.70270,0.08824,0.13433,0.53947,0.36986,0.10145,0.10145,0.10448,0.04412,0.00000,0.04478,0.01493,0.07143,0.07353,0.05797,0.71053,0.01493,0.02985,0.07353,0.21127,0.13043,0.27778,0.18571,0.19118,0.02941,0.01493,0.02985,0.05970,0.69863,0.73684,0.01493,0.10145,0.02985,0.16418,0.01493,0.02985,0.05714,0.02985,0.02985,0.32857,0.01493,0.07463,0.01493,0.01493,0.78947,0.01493,0.01493,0.04412,0.15278,0.04478,0.05970,0.01493,0.63889,0.42466,0.42667,0.01493,0.07246,0.08955,0.04412,0.01493,0.05970,0.01493,0.14925,0.01493,0.26866,0.20588,0.11765,0.11765,0.50000,0.29167,0.20588
0.02381,0.00000,0.00000,0.01493,1.00000,0.01613,0.10000,0.02857,0.00000,0.00000,0.01695,0.01786,0.00000,0.00000,0.00000,0.01754,0.00000,0.00000,0.06667,0.00000,0.01587,0.02778,0.00000,0.04167,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02564,0.03125,0.00000,0.33333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,0.08333,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.05263,0.00000,0.00000,0.00000,0.00000,0.00000,0.04762,0.00000,0.06250,0.00000,0.04000,0.00000,0.07692,0.00000,0.00000,0.00000,0.00000,0.05556,0.05556,0.07143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01695,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06250,0.00000,0.00000,0.00000,0.00000,0.00000,0.01754,0.01538,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01449,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,0.02632,0.00000,0.00000
0.42466,0.01613,0.01613,0.69737,0.01613,1.00000,0.07463,0.38571,0.01613,0.01613,0.63514,0.57333,0.12903,0.12698,0.43662,0.60811,0.09524,0.21875,0.18462,0.07937,0.68919,0.36111,0.12308,0.30303,0.37313,0.03226,0.01613,0.00000,0.10938,0.14286,0.01613,0.56757,0.09375,0.10938,0.12500,0.01613,0.57534,0.27419,0.01613,0.06452,0.29851,0.01613,0.21212,0.06349,0.20896,0.44286,0.38235,0.22388,0.03175,0.01515,0.22222,0.46269,0.01613,0.00000,0.31250,0.01613,0.08065,0.09231,0.08824,0.06452,0.03030,0.48684,0.06250,0.28169,0.09524,0.24615,0.03175,0.09524,0.00000,0.01613,0.10448,0.27692,0.20000,0.23810,0.09524,0.29851,0.11290,0.11940,0.12903,0.04839,0.01613,0.12500,0.14286,0.15942,0.13433,0.22059,0.16923,0.08065,0.07937,0.18462,0.06349,0.11290,0.59211,0.11290,0.12698,0.55556,0.31944,0.14516,0.12698,0.07812,0.06452,0.01613,0.04839,0.01613,0.12903,0.09677,0.09677,0.62338,0.01613,0.01587,0.07937,0.24615,0.15873,0.33846,0.18182,0.13433,0.04839,0.01613,0.03226,0.04762,0.60811,0.64935,0.01613,0.12698,0.03226,0.07353,0.01613,0.03226,0.09524,0.03226,0.01587,0.25714,0.01613,0.08065,0.01613,0.01613,0.70130,0.01613,0.01613,0.06452,0.20000,0.03175,0.04762,0.01613,0.52703,0.39437,0.43662,0.01613,0.07812,0.06250,0.04762,0.01613,0.04762,0.01613,0.07463,0.01613,0.29032,0.20312,0.14516,0.14516,0.47059,0.33333,0.13235
0.13043,0.00000,0.00000,0.14925,0.10000,0.07463,1.00000,0.25000,0.00000,0.00000,0.13115,0.15789,0.05882,0.11765,0.02041,0.17544,0.06250,0.00000,0.19048,0.00000,0.14062,0.15000,0.00000,0.13333,0.08108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14286,0.12500,0.18750,0.17647,0.00000,0.14545,0.03846,0.00000,0.00000,0.00000,0.00000,0.12000,0.00000,0.11538,0.11364,0.07692,0.07143,0.30000,0.07143,0.08696,0.06977,0.00000,0.00000,0.10345,0.00000,0.00000,0.26667,0.37500,0.07692,0.23077,0.17308,0.06667,0.08333,0.00000,0.11538,0.00000,0.00000,0.00000,0.00000,0.15789,0.14815,0.00000,0.08333,0.00000,0.12903,0.13333,0.43750,0.05882,0.00000,0.00000,0.11111,0.21739,0.47368,0.20000,0.14815,0.14286,0.00000,0.00000,0.00000,0.00000,0.00000,0.16949,0.00000,0.00000,0.07143,0.07500,0.05556,0.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12308,0.00000,0.09091,0.00000,0.00000,0.05000,0.00000,0.13043,0.14286,0.00000,0.00000,0.00000,0.07692,0.17544,0.15385,0.00000,0.00000,0.00000,0.40000,0.10000,0.00000,0.00000,0.00000,0.20000,0.09091,0.00000,0.00000,0.00000,0.00000,0.12857,0.00000,0.00000,0.07692,0.00000,0.00000,0.07692,0.00000,0.10909,0.09302,0.04167,0.00000,0.06250,0.23077,0.00000,0.10000,0.07692,0.10000,0.25000,0.00000,0.12000,0.08696,0.00000,0.05556,0.09091,0.09091,0.13636
0.35088,0.00000,0.00000,0.43662,0.02857,0.38571,0.25000,1.00000,0.00000,0.02857,0.32394,0.35821,0.22857,0.25714,0.15385,0.33333,0.10526,0.27500,0.42857,0.17143,0.48485,0.36538,0.04545,0.31111,0.22642,0.05714,0.02857,0.02857,0.04762,0.28571,0.00000,0.30882,0.10256,0.18919,0.28571,0.02857,0.41935,0.40541,0.00000,0.11429,0.01695,0.02857,0.35897,0.00000,0.14894,0.12121,0.24074,0.07843,0.08571,0.08108,0.31579,0.18333,0.00000,0.00000,0.42500,0.00000,0.14286,0.25714,0.34286,0.05405,0.10811,0.19444,0.02500,0.06667,0.02439,0.50000,0.00000,0.13514,0.00000,0.02857,0.27027,0.51351,0.04082,0.41667,0.02439,0.20000,0.07692,0.26316,0.13158,0.05556,0.00000,0.09756,0.20455,0.35897,0.13953,0.47368,0.19512,0.14286,0.00000,0.02041,0.11111,0.13514,0.44615,0.00000,0.04762,0.18056,0.07937,0.15789,0.02326,0.02439,0.02632,0.02857,0.02703,0.00000,0.07500,0.02500,0.00000,0.28947,0.00000,0.05714,0.05128,0.03846,0.21053,0.01695,0.45714,0.08889,0.05556,0.00000,0.02778,0.05405,0.46032,0.44928,0.02857,0.02326,0.00000,0.31429,0.02857,0.02778,0.13514,0.05714,0.05714,0.29787,0.02857,0.11111,0.02857,0.02857,0.44444,0.02857,0.02857,0.11429,0.08511,0.08571,0.02632,0.02857,0.17808,0.16129,0.15385,0.00000,0.05000,0.07895,0.05405,0.02857,0.08333,0.02857,0.21622,0.00000,0.17778,0.25000,0.25714,0.22222,0.43137,0.10909,0.13636
0.00000,0.00000,0.00000,0.01493,0.00000,0.01613,0.00000,0.00000,1.00000,0.00000,0.01695,0.00000,0.00000,0.00000,0.02500,0.01754,0.00000,0.00000,0.00000,0.00000,0.01587,0.00000,0.09091,0.04167,0.00000,0.00000,0.00000,0.00000,0.11111,0.00000,0.00000,0.01852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000,0.00000,0.00000,0.00000,0.00000,0.02564,0.00000,0.05000,0.00000,0.00000,0.00000,0.02778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16667,0.06667,0.00000,0.00000,0.01695,0.00000,0.00000,0.02000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01587,0.00000,0.00000,0.00000,0.05263,0.00000,0.04000,0.00000,0.07143,0.00000,0.00000,0.00000,0.00000,0.00000,0.01538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03846,0.00000,0.00000,0.00000,0.00000,0.01449,0.00000,0.00000,0.00000,0.06250,0.00000,0.00000,0.00000,0.01961,0.00000,0.02500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05556,0.00000,0.00000,0.00000,0.02632,0.03846,0.00000
0.00000,0.00000,0.00000,0.01493,0.00000,0.01613,0.00000,0.02857,0.00000,1.00000,0.01695,0.01786,0.00000,0.00000,0.02500,0.00000,0.00000,0.06250,0.00000,0.00000,0.01587,0.00000,0.00000,0.04167,0.03333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01852,0.00000,0.11111,0.00000,0.00000,0.01887,0.00000,0.00000,0.25000,0.00000,0.00000,0.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02778,0.00000,0.00000,0.00000,0.00000,0.00000,0.11111,0.08333,0.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06250,0.00000,0.04000,0.14286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07143,0.00000,0.00000,0.00000,0.00000,0.00000,0.01695,0.00000,0.00000,0.02000,0.00000,0.11111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01587,0.00000,0.00000,0.00000,0.00000,0.09091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25000,0.01754,0.01538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20000,0.00000,0.00000,0.01449,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.02703,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02632,0.03846,0.00000
