Group 1,Group 2,Group 3
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30000', 'Distance: 0.11125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30000', 'Distance: 0.11125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30000', 'Distance: 0.11125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30000', 'Distance: 0.11125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.30769', 'Distance: 0.11894']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31034', 'Distance: 0.12159']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31250', 'Distance: 0.12375']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31429', 'Distance: 0.12553']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31579', 'Distance: 0.12704']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.31818', 'Distance: 0.12943']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.32000', 'Distance: 0.13125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.32000', 'Distance: 0.13125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']","['Value: 0.32000', 'Distance: 0.13125']"
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.40000', 'Distance: 0.06799']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.53846', 'Distance: 0.07047']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.53846', 'Distance: 0.07047']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.53846', 'Distance: 0.07047']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.53846', 'Distance: 0.07047']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.53846', 'Distance: 0.07047']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.39474', 'Distance: 0.07325']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54167', 'Distance: 0.07368']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54286', 'Distance: 0.07487']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.54545', 'Distance: 0.07746']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38889', 'Distance: 0.07910']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55000', 'Distance: 0.08201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55000', 'Distance: 0.08201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38462', 'Distance: 0.08337']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38462', 'Distance: 0.08337']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38462', 'Distance: 0.08337']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38462', 'Distance: 0.08337']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55172', 'Distance: 0.08373']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55172', 'Distance: 0.08373']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55263', 'Distance: 0.08464']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55263', 'Distance: 0.08464']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38095', 'Distance: 0.08704']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38095', 'Distance: 0.08704']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38095', 'Distance: 0.08704']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38095', 'Distance: 0.08704']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38095', 'Distance: 0.08704']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.38095', 'Distance: 0.08704']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.55556', 'Distance: 0.08757']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56000', 'Distance: 0.09201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56000', 'Distance: 0.09201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56000', 'Distance: 0.09201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56000', 'Distance: 0.09201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56000', 'Distance: 0.09201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.37500', 'Distance: 0.09299']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 0.56250', 'Distance: 0.09451']",
