Group 1,Group 2,Group 3
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
"['Value: 0.00000', 'Distance: 0.15292']","['Value: 1.00000', 'Distance: 0.53201']",
